# 六级单词表 · 共 5407 词 · 每 50 词一个单元
# 释义来源：ECDICT（MIT License）https://github.com/skywind3000/ECDICT
单词,音标,中文释义,英文释义
appreciate,/ә'pri:ʃieit/,"vt. 赏识, 鉴别, 为...而感激, 领会, 欣赏；vi. 增值, 涨价",v. recognize with gratitude; be grateful for；v. be fully aware of; realize fully
appreciation,/ә.pri:ʃi'eiʃәn/,"n. 感激, 赏识, 鉴别；[经] 涨价, 增值",n. understanding of the nature or meaning or quality or magnitude of something；n. an expression of gratitude
approach,/ә'prәutʃ/,"n. 接近, 入门；vt. 接近, 近似, 找...商量；vi. 靠近",n. ideas or actions intended to deal with a problem or situation；n. the act of drawing spatially closer to something
appropriate,/ә'prәupriәt/,"a. 适当的；[经] 适当的, 拨出, 占用","v. take possession of by force, as after an invasion；a. suitable for a particular person or place or condition etc"
approval,/ә'pru:vl/,"n. 赞成, 批准；[化] 核准",n. a feeling of liking something or someone good；n. acceptance as satisfactory
approve,/ә'pru:v/,"vt. 赞同, 核准, 为...提供证据；vi. 赞许",v. give sanction to；v. judge to be right or commendable; think well of
approximate,/ә'prɒksimәt/,"a. 大约的, 接近的, 近似的；vt. 接近, 使接近, 粗略估计；vi. 接近于",v. be close or similar；s. not quite exact or correct
approximately,/ә'prɒksimәtli/,"adv. 大约, 大致, 近于；[经] 大约, 近似",r. (of quantities) imprecise but fairly close to correct
apt,/æpt/,"a. 有...倾向的, 易于的, 恰当的, 聪明的；[计] 自动数控语言, 自动图象传输, 自动程序控制, 自动程序设计工具",s. (usually followed by `to') naturally disposed toward；s. at risk of or subject to experiencing something usually unpleasant
Arabian,/ә'reibiәn/,"a. 阿拉伯的, 阿拉伯人的",n. a spirited graceful and intelligent riding horse native to Arabia；a. relating to or associated with Arabia or its people
arbitrary,/'ɑ:bitrәri/,"a. 任意的, 武断的, 专治的, 霸道的",a. based on or subject to individual discretion or preference or sometimes impulse or caprice
arc,/ɑ:k/,"n. 弧, 弧形, 弓形, 弧光；[化] 弧",n. a continuous portion of a circle
arch,/ɑ:tʃ/,"n. 拱门, 拱形, 足弓；vt. 使成弓形；vi. 拱起, 成弓形；a. 主要的, 调皮的, 傲慢无礼的, 狡猾的",n. a curved shape in the vertical plane that spans an opening；n. a curved bony structure supporting or enclosing organs (especially the inner sides of the feet)
architect,/'ɑ:kitekt/,"n. 建筑师, 设计者, 缔造者",n. someone who creates plans to be used in making something (such as buildings)
architecture,/'ɑ:kitektʃә/,"n. 建筑学, 建筑式样；[计] 体系结构",n. an architectural product or work；n. the discipline dealing with the principles of design and construction and ornamentation of fine buildings
arctic,/'ɑ:ktik/,"a. 北极的, 极寒的；n. 北极圈, 北极",n. the regions to the north of the Arctic Circle centered on the North Pole；n. a waterproof overshoe that protects shoes from water or snow
argue,/'ɑ:gju/,"vi. 提出理由, 争论, 辩论；vt. 主张, 辩论, 证明, 说服",v. present reasons and arguments；v. have an argument about something
arise,/ә'raiz/,"vi. 站立, 出现, 起来",v. originate or come into being；v. rise to one's feet
arithmetic,/ә'riθmәtik/,"n. 算术, 算术知识；[机] 算术; 算术的",n. the branch of pure mathematics dealing with the theory of numerical calculations
arouse,/ә'rauz/,"vt. 唤醒, 鼓励, 引起；vi. 醒来","v. call forth (emotions, feelings, and responses)；v. to begin moving, ""As the thunder started the sleeping children began to stir"""
array,/ә'rei/,"n. 排列, 衣服, 大批, 军队；vt. 布署, 打扮, 排列；[计] 数组; 阵列",n. an orderly arrangement；n. an impressive display
arrest,/ә'rest/,"n. 逮捕, 监禁；vt. 拘捕, 抑制, 吸引, 阻止",n. the state of inactivity following an interruption
arrogant,/'ærәɡәnt/,"a. 自大的, 傲慢的",s. having or showing feelings of unwarranted importance out of overbearing pride
articulate,/ɑ:'tikjulit/,"a. 发音清晰的, 口才好的；vt. 明白地说, 以关节连接, 使成为系统的整体",v. unite by forming a joint or joints；v. express or state clearly
artificial,/.ɑ:ti'fiʃәl/,"a. 人造的, 假的, 非原地产的；[医] 人工的, 人造的, 伟牟",a. contrived by art rather than nature；s. artificially formal
artistic,/ɑ:'tistik/,"a. 艺术的, 艺术家的, 富有艺术性的",a. relating to or characteristic of art or artists；s. satisfying aesthetic standards and sensibilities
ascend,/ә'send/,"vi. 上升, 追溯, 登高；vt. 攀登","v. travel up, ""We ascended the mountain""；v. go back in order of genealogical succession"
ascertain,/.æsә'tein/,"vt. 确定, 查明；[法] 查明, 弄清, 确定",v. learn or discover with certainty
ascribe,/ә'skraib/,"vt. 归因于, 归咎于；[法] 归咎于",v attribute or credit to
ashore,/ә'ʃɒ:/,"adv. 向岸, 在岸上",r. towards the shore from the water
aspect,/'æspekt/,"n. 外观, 方面, 面貌, 方向；[医] 方面, 局面; 外观",n. a distinct feature or element in a problem；n. a characteristic to be considered
aspiration,/.æspә'reiʃәn/,"n. 热望, 志向, 渴望；[医] 吸入; 吸[引], 吸引术",n. a will to succeed；n. a manner of articulation involving an audible release of breath
ass,/æs/,"n. 驴, 傻瓜, 笨蛋, 屁股；[计] 模拟仿真系统",n. a pompous fool；n. hardy and sure-footed animal smaller and with longer ears than the horse
assassinate,/ә'sæsineit/,"vt. 暗杀, 行刺；[法] 暗杀, 行刺, 中伤","v. murder; especially of socially prominent persons；v. destroy or damage seriously, as of someone's reputation"
assault,/ә'sɒ:t/,"n. 攻击, 袭击；vt. 袭击, 攻击；vi. 发动攻击",n. close fighting during the culmination of a military attack；n. a threatened or attempted physical attack by someone who appears to be able to cause bodily harm if not stopped
assemble,/ә'sembl/,"vt. 集合, 收集, 装配；vi. 集合；[计] 汇编",v. create by putting components or members together；v. get people together
assert,/ә'sә:t/,"vt. 主张, 坚称, 断言；[法] 宣称, 断言, 维护",v. state categorically；v. insist on having one's opinions and rights recognized
assertive,/ә'sә:tiv/,"a. 武断的, 过分自信的；[法] 断言的",a. aggressively self-assured
assess,/ә'ses/,"vt. 估定, 对...征税, 评定；[经] 估计, 估价, 确定(税款罚款等)的金额","v. charge (a person or a property) with a payment, such as a tax or a fine；v. estimate the value of (property) for taxation"
assessment,/ә'sesmәnt/,"n. 评估, 估定, 评定的款额；[化] 评估",n. an amount determined as payable；n. the market value set on assets
asset,/'æset/,"n. 资产, 有益的东西",n. a useful or valuable quality
assign,/ә'sain/,"vt. 分配, 指派, 赋值；[计] 赋值",v. give out；v. select something or someone for a specific purpose
assignment,/ә'sainmәnt/,"n. 分配, 功课, 任务, 转让, 归因, 陈述；[计] 赋值",n. a duty that you are assigned to perform (especially in the armed forces)；n. the instrument by which a claim or right or interest or property is transferred from one person to another
assimilate,/ә'simileit/,"vt. 使同化, 吸收, 使相拟, 把...比作；vi. 被吸收, 被同化",v. become similar to one's environment；v. make similar
assimilation,/ә.simi'leiʃәn/,"n. 同化, 同化作用, 吸收；[化] 同化; 同化作用",n. the state of being assimilated; people of different backgrounds come to see themselves as part of a larger national family；n. the social process of absorbing one cultural group into harmony with an…
assist,/ә'sist/,"n. 帮助, 协助；vt. 帮助, 促进；vi. 协助, 参加",n. (sports) the act of enabling another player to make a good play；v. act as an assistant in a subordinate or supportive function
assistant,/ә'sistәnt/,"n. 助手, 助理, 助教；a. 有帮助的, 辅助的, 助理的",n. a person who contributes to the fulfillment of a need or furtherance of an effort or purpose
associate,/ә'sәuʃieit/,"n. 同伴, 伙伴, 关联的事物；vt. 使联合, 使发生联系；vi. 交往；[计] 关联","n. a person who joins with others in some activity or endeavor；n. a person with subordinate membership in a society, institution, or commercial enterprise"
association,/ә.sәuʃә'eiʃәn/,n. 协会；[计] 关联,n. a formal organization of people or groups of people；n. the act of consorting with or joining with others
assume,/ә'sju:m/,"vt. 假定, 承担, 呈现；vi. 装腔作势, 僭越","v. take to be the case or to be true; accept without verification or proof；v. take on titles, offices, duties, responsibilities"
assumption,/ә'sʌmpʃәn/,"n. 假定, 自负, 担任, 假装；[经] 假定, 承担",n. a hypothesis that is taken for granted；n. the act of taking possession of or power over something
assurance,/ә'ʃuәrәns/,"n. 保证, 把握, 信心, 保险；[经] 保证, 担保, 保险",n. freedom from doubt; belief in yourself and your abilities；n. a binding commitment to do or give or refrain from something
assure,/ә'ʃuә/,"vt. 保证, 使确信, 弄清楚, 担保；[法] 确信, 保证, 保障",v. inform positively and with certainty and confidence；v. assure somebody of the truth of something with the intention of giving the listener confidence
astonishment,/ә'stɒniʃmәnt/,"n. 惊异, 惊愕, 使人惊异的事物",n. the feeling that accompanies something extremely surprising
astronaut,/'æstrәnɒ:t/,"n. 太空旅行者, 宇航员；[法] 美国太空人",n. a person trained to travel in a spacecraft
astronomy,/ә'strɒnәmi/,n. 天文学,n. the branch of physics that studies celestial bodies and the universe as a whole
athlete,/'æθli:t/,"n. 运动员, 运动选手；[医] 运动员",n. a person trained to compete in sports
athletic,/æθ'letik/,a. 运动的,a. relating to or befitting athletics or athletes；s. having a sturdy and well proportioned body
atmosphere,/'ætmәsfiә/,"n. 大气, 空气, 气氛；[医] 大气; 大气压",n. a particular environment or surrounding influence；n. the mass of air surrounding the Earth
atmospheric,/ætmәs'ferik/,a. 大气的；[医] 大气的; 大气压的,a. relating to or located in the atmosphere
atom,/'ætәm/,"n. 原子, 核能, 微粒, 微量；[计] 原子",n. (physics and chemistry) the smallest component of an element having the chemical properties of the element；n. (nontechnical usage) a tiny piece of anything
attach,/ә'tætʃ/,"vt. 附上, 使依附, 使附属, 使喜爱, 系, 缚；vi. 附属, 归属, 联系在一起；[计] 挂接服务器命令, 关联, 挂接, 附加",v. cause to be attached；v. be attached; be in contact with
attachment,/ә'tʃætʃmәnt/,"n. 连接, 附属物, 连接物, 爱慕；[计] 附加, 附件",n. a feeling of affection for a person or an institution；n. a supplementary part or accessory
attack,/ә'tæk/,"n. 攻击, 抨击；vt. 攻击, 抨击, 动手干；vi. 攻击",n. (military) an offensive against an enemy (using weapons)；n. an offensive move in a sport or game
attain,/ә'tein/,"vt. 达到, 获得；vi. 达到","v to gain with effort；v reach a point in time, or a certain state or level"
attempt,/ә'tempt/,"n. 尝试, 企图；vt. 尝试, 企图",n. earnest and conscientious activity intended to do or accomplish something
attendance,/ә'tendәns/,"n. 出席, 出席的人数, 照料；[法] 管理, 照料, 资助",n. the act of being present (at a meeting or event etc.)；n. the frequency with which a person is present
attendant,/ә'tendәnt/,"n. 随从, 侍者, 出席者；a. 侍候的, 伴随的, 出席的, 在场的",n. someone who waits on or tends to or attends to the needs of another；n. a person who is present and participates in a meeting
attent,/ә'tent/,"[古]注意的, 留意的",v. t. Attentive; heedful.；n. Attention; heed.
attentive,/ә'tentiv/,"a. 注意的, 留心的",a. (often followed by `to') giving care or attention
attorney,/ә'tә:ni/,"n. 代理人, 律师；[经] 律师, 代理人",n a professional person authorized to practice law; conducts lawsuits or gives legal advice
attribute,/ә'tribju:t/,"n. 属性, 标志, 定语；vt. 把...归于, 认为...属于；[计] 属性",n. an abstraction belonging to or characteristic of an entity
audience,/'ɒ:diәns/,"n. 听众, 观众, 读者；[法] 听讼, 观众, 听众",n. a gathering of spectators or listeners at a (usually public) performance；n. the part of the general public interested in a source of information or entertainment
augment,/ɒ:g'ment/,"v. 增加, 增长；[计] 增加; 增量; 添加",v. enlarge or increase；v. grow or intensify
aural,/'ɒ:rәl/,"a. 耳的, 听觉的, 气氛的, 气味的, 光环的；[医] 耳的; 先兆的",a. of or pertaining to hearing or the ear；a. relating to or characterized by an aura
