# 六级短语表 · 共 3398 条 · 每 50 条一个单元
# 短语来源：2ndLA/english-phrases · CET-6 短语表（CC BY-SA 4.0）；释义来源：ECDICT（MIT License）
单词,音标,中文释义,英文释义
came apart,,v. （物体）碎裂，破裂，散架：分成几部分或碎片；（团体、组织、体系、关系、婚姻等）崩溃，瓦解，破裂；（事情、计划等）失败或陷入糟糕状态；（原本一致或关联的抽象事物）分开，脱节，不再一致；（常作 come apart at the seams）破烂不堪，或濒临崩溃。,
campaign for,,竞选…,
can not help,,不得不,
cannot but,,"不得不, 不能不",
cannot help,,不得不,
cannot help but,,不得不,
capability for,,能力，才能：指某人或某物具备完成特定任务或达到特定目标的能力。,
capable of,,有…能力（或技能）的，能…的,
care for,,"喜欢, 照顾, 为...操心, 尊重",
care of,,由...转交；[经] 转交,
carry forward,,"推进, 结转；[经] 结转, 过次页",
carry into effect,,"实行, 实现；[法] 实行, 实施, 实现",
carry off,,"夺去...的生命, 获得, 成功对付；[建] 带走, 夺去",
carry on,,"继续开展, 行为愚蠢(或越轨)；[经] 继续发展(经营)下去",
carry out,,"进行, 实现, 贯彻, 执行；[经] 进行(到底), 执行, 落实",
carry over,,"继续, 结转次页, 把...留到以后处理；[化] 带出; 带出粉尘",
carry through,,"实现, 使度过困难, 坚持下去；[经] 进行(到底), 贯彻",
carry weight,,"重要, 有影响",
carve out,,开辟,
carve up,,"瓜分, 划分",
carve…out from,,暂无释义，可打开词卡用有道查询,
carve…out of,,从……中雕刻出：从某种材料中切割、雕刻出某种形状或物品。,
cash down,,"即其付款；[经] 即期付款, 即付",
cash in on,,"靠...赚钱, 乘机利用；[经] 靠...赚钱, 乘机利用",
cast about,,"搜索, 想方设法",
cast about for,,寻找,
cast around,,寻找,
cast around for,,四处寻找：指在各个地方寻找某物或某人。,
cast aside,,"消除, 废除",
cast light on,,阐明，解释，使清楚明白,
cast light upon,,阐明，解释：揭示或解释某事物，使其更加清晰明了。,
cast lots,,抽签,
cast off,,丢弃,
cast out,,驱逐,
cast round for,,寻找；搜集,
catch at,,"试图抓住, 死命抓住",
catch fire,,着火着火; 失火; 发火; 走水,
catch hold of,,抓住,
catch on,,"变得流行, 理解, 明白",
catch one's breath,,"喘息, 屏息",
catch out,,<非正>揭露; 恰遇某人不在; 将…难住; 使怀孕,
catch sb.s eye,,暂无释义，可打开词卡用有道查询,
catch sight of,,瞥见,
catch the drift of an argument,,暂无释义，可打开词卡用有道查询,
catch up,,"把...很快拾起, 把...缠住；[计] 抓取程序",
catch up with,,赶上,
caution sb. against doing sth.,,警告/告诫(某人)不要(做)...,
center around,,集中围绕,
center on,,"以…为中心; 重点在于…, 主要与…有关",
chance on,,偶然发现,
chance upon,,偶然发现[遇到]; 碰见,
change hands,,"易主；[经] 易主, 换主人",
change one's mind,,"改变主意；[法] 改变主意, 改变计划",
change over,,"（使）改变, （使）变换; 调换; 掉期",
charge sb. with sth.,,指控某人犯有某种罪行或违法行为：指控某人犯有某种罪行或违法行为。,
chase down,,找出,
cheat on,,对…不忠实; 作弊,
check in,,"登记, 报到；[法] 登记, 报到, 住宿",
check on,,"检查,核对",
check out,,"付帐后离开, 检查, 符合要求, 通过；[法] 离开旅馆, 检验, 盖章",
check up,,"核对, 检查；[经] 检查, 查对",
check up on,,查清,
cheer on,,v. 为（某人）加油、助威；用喊叫或欢呼来鼓励（某人）,
cheer up,,"使振奋, 感到振奋",
chew over,,"细想, 仔细考虑",
chief referee,/tʃiːf ˌrefəˈriː/,首席裁判：在体育比赛中，负责监督和管理其他裁判员的最高级别的裁判员。,
choke back,,抑制,
choke up,,"塞住, 噎住, 阻塞",
clamp down,,"取缔, 强行压制",
clamp down on,,加强对违法行为的惩罚或打击，或者更加努力地阻止某种犯罪行为,
clap eyes on,,看见,
clasp hands,,合十：将双手合拢，掌心相对，表示敬礼、祈祷或感谢。,
clasp one's hands,,紧握双手：将两只手紧紧地握在一起，表示紧张、担忧或专注等情绪。,
clean out,,"清除, 打扫干净；[机] 清除口",
clean up,,"打扫干净, 清理, 做完",
clear away,,"清除, 消失",
clear cut,/ˌklɪə ˈkʌt/,adj. 清楚的，明确的；轮廓鲜明的，边缘清晰的；v. （林业）皆伐，将（某林区）的树木全部砍光,
clear off,,"清除, 摆脱, 走开, 消散；[法] 清偿",
clear up,,"整理, 消除, 放晴",
cling to,,"依附, 依靠, 坚持",
close a business,,歇业,
close by,,在附近,
close down,,"关闭, 歇业, 停止播音",
close in on,,"包围,逼近",
close up,,"靠拢, 关闭, 愈合, 封死",
closet consultation,,[法] 秘密会议,
closet information,,暂无释义，可打开词卡用有道查询,
clutch at,,企图抓住,
clutch at sth.,,暂无释义，可打开词卡用有道查询,
coincide in,,在某一点上相符：在某一方面或某一点上与其他事物或观点相符合。,
coincide with,,符合,
cold closet,,"[医] 冷藏箱, 冷藏室",
collaborate with,,"合作, 协作",
combat drought,,抗旱,
come about,,"发生, 改变方向",
come across,,偶遇,
come after,,跟在...后面,
come along,,"出现, 进步；[电] 伸线器",
come apart,,"分开, 分裂",
come around,,"来, 前来, 过访, 顺便来访, 笼络, 诱骗",
come at,,"袭击, 达到, 得到",
come between,,"在...中间, 离间",
come by,,"从旁边走过, 得到",
come down,,"下来, 下跌, 落泊, 流传下来, 捐钱, 反对",
come down to,,"流传下来;压缩为,归结为,简化为",
come in,,"进来, 到达, 流行起来, 当选, 到手；[建] 利润",
come in for,,"遭到, 受到",
come into,,"得到, 继承；[法] 继承",
come into being,,"形成, 产生",
come into collision with,,"相撞, 冲突",
come into effect,,开始生效；[法] 生效,
come into fashion,,开始风行,
come into force,,"开始有效, 开始实施；[法] 生效",
come into one's own,,"得到自己该得的东西, 盛行起来；[法] 得到自己应得的东西, 继承",
come into operation,,[法] 开始实施,
come into play,,开始活动,
come off,,"发生, 举行, 表现, 结果",
come on,,"偶遇, 进步, 发生, 开始, 出场, 快来",
come out,,"到边远地区来, 出现, 露出, 出版, 罢工, 结果是, 褪去, 被解出, 宣布",
come out with,,"发表, 出版, 说出, 提出, 把...投入市场销售",
come round,,"顺便来访, 绕道而来, 转向, 改主意, 苏醒, 平息",
come through,,"经历...仍活着, 安然度过, 胜利, 表现",
come to,,"谈到, 被...继承, 苏醒, 停止",
come to a close,,结束,
come to a conclusion,,告终,
come to a head,,"出脓, 到紧急关头",
come to an end,,结束,
come to blows,,开始互殴,
come to grief,,"遭到不幸, 遭难, 失败",
come to grips with,,与...搏斗,
come to life,,苏醒,
come to light,,暴露,
come to no harm,,不受伤害：表示某人或某物没有遭受到任何损害或伤害。,
come to one's senses,,"苏醒过来, 醒悟",
come to run into,,暂无释义，可打开词卡用有道查询,
come to terms,,"达成协议, 妥协, 让步；[法] 达成协议",
come to the climax,,暂无释义，可打开词卡用有道查询,
come true,,"实现, 成为事实",
come under,,"归入, 遭受",
come up,,"走上前来, 发芽, 发生, 被提到, 流行；[建] 按照指标达到质量标准",
come up against,,突然碰到,
come up for,,到达某事应该发生的时间：指某事物在规定的时间或情况下出现或发生。,
come up to,,"达到, 等于",
come up with,,"赶上, 提出",
commend itself to,/kəˈmend ɪtˈself tu/,受到赞赏：被喜欢和认可。,
commission agent,,"[经] 代理商, 代办人, 代理贸易商",
commission merchant,,[经] 代售商,
commit a blunder,,犯大错：指在某件事情上犯了一个严重的错误或失误。,
commit a crime,,犯罪,
committed to,/kəˈmɪtɪd tu/,致力于，献身于，忠于；承诺，保证,
comparable to,,"可比较的, 比得上的",
compare notes,,交换意见,
compare to,,把…比作， 喻为; 与…相比,
compare with,,"比较…,跟…相比,比得上…",
compatible with,,[医]adj.相容的，一致的,
compel sb. to do sth.,,强迫某人做某事,
compensate for,,赔偿,
compensate sb. for,,因为...向某人赔偿,
compensation for,,补偿：为了弥补损失或不公正行为而提供的补偿或赔偿。,
compensation trade,,[化] 补偿贸易；[经] 补偿贸易,
compete against,,与…竞争,
compete with,,与…竞争,
complain of doing sth.,,"抱怨, 抗议",
complain that,,抱怨说：表达不满或不满意的情绪，通常是针对某个具体的事物或情况。,
complain to sb. about sth.,,暂无释义，可打开词卡用有道查询,
complain to sb. of sth.,,"向(某人)控诉(某事), 向(某人)抱怨(某事)",
complaint and claims,,申诉与索赔,
comply with,,照做,
comprehensive knowledge,,全面知识：广泛而深入的知识，涵盖了某个领域或主题的各个方面。,
comprehensive mind,,暂无释义，可打开词卡用有道查询,
conceal from,/kənˈsiːl frəm/,隐瞒，对……隐瞒：不让某人知道某事或某物的存在或真相。,
conceal sth. from sb.,,对(某人)隐瞒(某事),
conceive of,,想象,
conceive of…as,,把……看作是：将某事物视为另一种事物或以某种方式理解某事物。,
concentrate on,,"集中, 全神贯注于",
concern oneself about,,为……处忧；关心，挂念,
concerned about,,adj. 担心，担忧；关心，关注,
condemn sb. for sth.,,因某事谴责某人：表示对某人因某种行为或言论表示强烈的不满和反对。,
condemn sb. to death,,判某人死刑,
conduct a concert,,指挥音乐会：指担任音乐会指挥，负责指挥乐团演奏。,
conduct oneself badly,,暂无释义，可打开词卡用有道查询,
conduct oneself well,,表现得体：以适当的方式行为举止，表现出良好的品德和礼貌。,
confer on,,"授予,赋予;商讨,商议,讨论",
confer sth. on sb.,,授予,
confer upon,,授予：给予某人特权、荣誉或权力。；商讨：讨论某个问题或议题。,
confer with sb. about sth.,,暂无释义，可打开词卡用有道查询,
confer with sb. on sth.,,协商,
confess doing,,暂无释义，可打开词卡用有道查询,
confess one's guilt,,坦白认罪,
confide in,,信任,
confirm a contract,,签合同；批准合同,
confirm a theory,,证实一个理论：通过实验证据来证实一个假设或理论的正确性。,
confirm one's belief,,坚定信念,
conflict with,,"战斗, 冲突",
conform to,,"符合, 遵照",
confront difficulties,,面对困难,
confront sb. with,,暂无释义，可打开词卡用有道查询,
congratulate on,,祝贺,
consent to,,"同意, 答应",
consider as,/kənˈsɪdər æz/,vt. 认为，把……看作，视为,
consist in,,存在于,
consist of,,由...组成,
consist with,,与...一致,
consistent with,,与某事物并存[一致],
constrain sb. to do,,暂无释义，可打开词卡用有道查询,
contend for,,争夺，竞争：为争取某物而进行的竞争或争夺。,
contend with,,与（某人）竞争; 与（某事物）抗争，苦于应付; 争执,
contrary to,,与…相反,
contrast with,,"和...相对照, 与...形成对比",
contribute to,,捐献,
contribute to sth.,,有助于某事：帮助引起某个事件或情况。,
converge on,,v. 聚集，会聚：指人或事物从不同的方向或地点汇聚到一起；也指意见、观点等在某一问题或要点上趋于一致，或关注点集中于同一要点。,
convince sb. of sth.,,说服某人相信某事：通过言语或行动使某人相信某件事情。,
cook up,,"伪造, 虚构",
cool down,,"变凉, 平静下来；[建] 冷却",
cool off,,"变凉, 平静下来",
coordinate one's efforts to,,齐心协力：指多个人或组织共同努力，协调行动以达到共同的目标。,
cope with,,"与...竞争, 应付, 处理",
correlate with,,与…相关,
correspond to,,"相当于..., 与...相对应",
correspond with,,"符合, 一致, 通信",
couch in,,暂无释义，可打开词卡用有道查询,
couch potato,,"n. 花大量时间看电视的人, 电视迷; 美国人说整天看电视的人是“沙发土豆”",
could not help,,无法控制/抑制：无法控制或抑制某种情感或行为。,
count against,,对…不利,
count down,,"倒读数, 用倒数方式计算；[经] 倒数, 递减计算",
count for,,"有价值,起作用",
count in,,把...计算在内,
count on,,"依靠, 指望",
count out,,"点数, 拳击中判输",
count up,,"把...加起来, 共计",
count upon,,依赖，指望：表示对某人或某事物的信任和依赖，相信他们会始终如一地支持和帮助自己。,
courtesy of,/ˈkɜːtəsi əv/,由……提供，承蒙……提供；由于……的帮助，多亏……,
cover for,,代替,
cover up,,掩盖,
crack down on,,"制裁, 镇压",
crack up,,"撞坏, 衰退, 吹捧",
cram in,,挤进：尽管非常忙，但特别努力与（某人）见面或做（某事）。；尽量塞进：在旅行到纽约市的途中，我们尽量塞进了尽可能多的观光活动。,
crash into,,闯入,
crawl with,,爬满…,
crazy about,/ˈkreɪzi əˈbaʊt/,非常喜欢某人或某事物,
credit to,,为…增光的人[事物],
critical of,,对……持批评态度：批评、指责或挑剔某人或某事。,
crop up,,突然出现,
cross off,,划掉,
cross one's fingers,,祈求好运或说善意的谎言时将中指放在食指上方的手势：表示希望某事能够成功或者希望好运降临，也可以用于说谎时表示希望对方不要发现。,
