# 考研短语表 · 共 2843 条 · 每 50 条一个单元
# 短语来源：2ndLA/english-phrases · 考研短语表（CC BY-SA 4.0）；释义来源：ECDICT（MIT License）
单词,音标,中文释义,英文释义
scrape up,,"积攒, 拼凑到",
scream for,,强烈要求,
screw up,,"拧紧, 鼓舞, 振作",
search for,,搜查,
see about,,"查询, 留意于, 料理",
see eye to eye,,"完全一致, 有相同的看法",
see off,,送行，送别; 把（某人）赶走; 欢送,
see out,,"送某人出门;看完,坚持到底",
see sb. off,,给某人送行,
see that,,"注意,必须做到,保证",
see through,,"看穿, 识破",
see to,,"负责, 注意",
see to it that,,照料好,
see with half an eye,,一望而知,
seek out,,"搜出, 挑出",
seem irrelevant to,,暂无释义，可打开词卡用有道查询,
seize on,,"抓住, 占有",
seize upon,,抓住，抓紧：突然、强制或紧紧抓住（一个物体）。；采纳，接受：迅速接受、理解和采纳（一个计划、想法、意识形态、事业、实践方法等）。；吸收，吞并：将（一个想法、人物、事件等）视为自己的，吸收、吞并、吸纳、并用于自己的目的。,
sell off,,"廉价卖清；[经] 廉价出清(存货),(证券的)跌价",
sell out,,"卖完, 出卖, 背叛；[经] 卖完, 出售货物, 商品售缺",
sell up,,"卖完, 为还债而变卖",
send away,,"发送, 打发走, 解雇",
send for,,"召唤, 派人去拿",
send in,,"递送, 命(或请)...进来",
send out,,"发送, 派遣, 放出",
senior to,,（级别、职位或地位）高于……；比……年长；比……资历老；（金融、法律）（在清偿顺序上）优先于……,
sense of responsibility,,责任感,
serve as,,"被用作..., 充当..., 起...的作用",
serve sb. right,,活该,
set a good example,,树立好榜样：通过自己的行为或言语来影响他人，使他人受到启发或鼓舞。,
set about,,"开始, 散布；[法] 着手, 开始",
set apart,,"使分离, 留出",
set aside,,"留出, 不顾, 取消, 驳回；[法] 撤销, 废止, 宣告无效",
set back,,"阻碍, 使受挫折, 往回拨",
set down,,"放下, 使下车, 使着陆, 记下, 登记, 把...归于, 把...看作, 制定；[法] 放下, 卸下, 写下",
set fire to,,点燃,
set foot in,,进入,
set forth,,"阐明, 宣布, 提出, 陈列, 出发；[法] 陈述, 阐明, 宣布",
set free,,"释放；[法] 释放, 使获自由",
set in,,"开始, 到来, 上涨, 插入, 流行",
set in motion,,把...发动起来,
set off,,"出发, 开始, 引起, 衬托, 点缀, 抵销, 分开, 划分；[法] 抵销",
set one's heart on,,全心全意追求：强烈渴望并全心全意追求某事物。,
set out,,"出发, 开始, 陈列, 宣布, 陈述, 栽种, 设计...的布局, 测定；[法] 发表, 宣布, 打算",
set out to,/set aʊt tu/,开始一段旅程：指开始进行一项旅行、探险或任务。,
set the pace,,"领先, 起领头作用",
set up,,设立；[化] 调定; 装置妥; 装置妥当; 装置; 装备; 建立,
settle down,,"使舒服地坐下, 定居, 平静下来, 专心于",
settle for,,满足于,
settle in,,在新居安顿下来,
settle into,,有头绪，上正轨,
settle on,,"决定, 选定; 看中; 看上; 相中",
settle up,,"付清, 了结",
settle upon,,决定，选定：指做出决定或选择某个特定的事物。,
sew up,,"缝合, 缝入, 解决, 决定",
shade into,,v. 渐渐变为,
shade light on,,使明白,
shade light upon,,暂无释义，可打开词卡用有道查询,
shake down,,"摇落, 临时搭铺, 适应新环境；[法] 敲诈, 勒索, 搜查",
shake off,,"抖落, 摆脱",
shake one's belief,,动摇信仰,
shed light on,,"为...提供线索, 对...透露情况, 使...清楚地显出, 阐明...",
shed light upon,,阐明、使清晰或解释某些未知的事情，使人们更好地理解：指通过提供信息或解释来使某事更加清晰或理解。,
shove off,,"开船, 离开",
show in,,"领进来,引进",
show off,,"炫耀, 卖弄, 使显眼",
show respect for,,尊重，表示敬意：对某人或某事物表示尊重或敬意。,
show sb. in,,领(某人)进来,
show sb. out,,领(某人)出去,
show up,,"揭露, 露出, 露面",
shrink away from,/ʃrɪŋk əˈweɪ frəm/,退缩，回避：因为害怕、不愿意或不敢面对某事而退缩或回避。,
shrink back from,,退缩，畏缩：因为害怕、不确定或不愿意而退缩或回避某事物或某种行为。,
shrug off,,"耸肩表示蔑视, 抖落, 摆脱",
shut down,,关闭；[化] 停产; 停车; 停炉; (发动机)熄火,
shut in,,"关进, 禁闭, 降临",
shut off,,"关掉, 切断；[化] 截断(电流)",
shut out,,"关在外面, 遮住, 防止, 使不能得分",
shut up,,"关闭, 监禁, 住口, 保藏",
side by side,,"并排, 并肩",
side walk,/saɪd wɔːk/,人行道：位于道路边缘的供行人步行的区域，通常由水泥或石板铺成。,
side with,,"同意, 站在...的一边",
sign in,,"签到, 签收；[计] 注册",
sign on,,"签约雇用, 开始广播",
sign up for,,报名参加：注册或报名参加某项活动、课程、会议等。；注册：创建一个账户或成为某个组织的成员。,
single out,,挑选; 抉,
sink in,,"完全被弄懂, 渗入, 透入",
sit back,,"不采取行动, 向后靠着坐",
sit for,,"参加,应;代表…担任议员",
sit in,,"代人暂时照料, 参加静坐罢工",
sit out,,"袖手旁观, 比...坐得久, 坐到结束, 坐在户外",
sit through,,"坐着捱到结束, 耐着性子看完",
sit up,,"坐起, 端坐, 熬夜, 诧异",
size up,,"估计, 合格",
sketch out,,"草拟, 概略地叙述",
slacken off,,松懈下来; 变迟缓; 松驰; 减弱,
slap around,,"打击, 粗暴地对待",
slap down,,"粗暴地禁止, 镇压",
sleep through,,睡过头,
slim down,,消瘦,
slip into,,匆忙穿上,
slip out,,"熘出,悄悄地离开",
slip up,,"疏忽；[法] 犯错误, 失误, 疏忽",
slot in,,v. 安排，安插：在日程安排、计划等中为（某人或某物）找到位置；插入，嵌入；融入团队、流程等。,
slot into,,插入，嵌入：将某物插入或嵌入到另一个物体或系统中。；适应，融入：适应或融入到某个团队、计划或环境中。,
slow down,,(使)慢下来,
smooth down,,"弄平, 变平静",
smooth over,,"缓和, 掩饰",
snap at,,"抓, 咬, 厉声说",
snap out of,,摆脱：停止处于或使（某人）停止处于（不快的状态、情绪、白日梦等）。；清醒过来：突然停止（做白日梦等）；突然恢复清醒。；振作起来：停止陷入（不快的状态、情绪等）。,
snap up,,抢购,
snatch up,,夺取,
sneak away,,溜号,
sneak out,,偷偷地走出,
sniff out,,"发现, 寻找",
so as to,,"使得, 以致",
so far,,迄今为止,
so far as,,"远至…;就…来说,在…范围内,至于",
so far as…be concerned,,暂无释义，可打开词卡用有道查询,
so long as,,只要,
soak up,,吸收,
sober up,,清醒起来,
something of,,"在某种意义上, 在某种程度上",
sort out,,挑选出,
sort through,,v. 整理，筛选，梳理：查看并按特定顺序整理或理清物品、文件、信息等，尤指在寻找或筛选某物的过程中。,
sound out,,试探,
spark off,,"导致, 为…的直接原因",
speak for,,"代表...讲话, 要求得到, 订购",
speak highly of,,赞扬,
speak out,,"大胆地说, 大声地说",
speak up,,"更大声地说, 大胆说出, 无保留地说出",
speak well of,,说...好话,
specialize in,,专门研究...,
speculate about,/ˈspekjuleɪt əˈbaʊt/,猜测，推测：根据不确定的信息或证据进行推测或猜测。,
speculate on,,"考虑, 推测",
speed up,,加速；[经] 加速,
spell out,,"讲清楚, 清楚地说明",
spill out,,"溢出, 洒出",
spin out,,"消磨, 拖延",
spit at,,"向...吐唾沫, 对...表示藐视, 对...表示憎恶, 对...表示侮辱",
spit on,,向...吐唾沫,
spit out,,吐出…; 愤怒地说; 唾,
split up,,<非正>瓜分; 劈成; （使）分成若干小部分; <非正>（使）断绝关系,
sponge off,,"（用海绵）拭去, 除去; 依赖…生活",
sponge on,,依赖,
spread out,,"伸展, 延长; 分散; 铺设; 衍",
spread over,,"分散, 传开",
spring up,,出现,
sprout out,,暂无释义，可打开词卡用有道查询,
sprout up,,v. 长出新的叶子、新芽、毛发等，或开始生长；引申指突然大量出现、迅速涌现,
spy on,,"侦查, 暗中监视",
stab in the back,/stæb ɪn ðə bæk/,背后一刀：指在关键时刻背叛或出卖某人，特别是在他们最需要支持的时候。,
stake on,,冒险承担：冒险去承担某种风险，如果某个行动、决定或情况没有达到你所期望的结果，可能会损害或失去某些重要的东西。,
stand back,,退后,
stand by,,"支持, 遵守, 袖手旁观, 准备行动；[经] 备用, 支持, 作好准备",
stand down,,"离开证人席, 退出, 顺潮航行；[法] 离开证人席, 退休, 撤退",
stand for,,"代表, 代替, 象征, 支持, 担任...的候选人；[法] 代替, 代表, 拥护",
stand out,,"突出, 坚持抵抗",
stand up,,"站起来, 竖立, 站得住脚, 经得起",
stand up for,,"支持；[法] 坚持, 维护, 辩护",
stand up to,,"经得起..., 勇敢地面对, 抵抗",
stare at,,"凝视, 盯住",
start from scratch,,"从起跑线开始, 从头开始",
start off,,"出发, 开始",
start on,,开始,
start out,,"出发, 动身",
start up,,"突然站起, 突然出现, 发动, 开动",
start with,,从...开始,
status quo,,n. 现状,"The state in which anything is already. The phrase is；also used retrospectively, as when, on a treaty of place, matters"
stay away from,,"离开,不接近…",
stay off,,vt. 不要上（路）; 远离（某地）,
stay out,,呆在户外,
stay put,,"装牢, 留在原处不动",
stay up,,不睡觉,
steam up,,"促进, 使发怒, 使有蒸汽",
steer clear of,,"避开, 绕开",
stem from,,"起源于,出自,出身于…",
step by step,,逐步地,
step in,,"走进, 干涉, 作短时间的非正式访问",
step into,,[计] 跟踪,
step out,,以步测量；[电] 不同步,
step up,,"走近, 逐步增加, 提升, 提高",
stick around,,逗留,
stick out,,"(使)突出, (非正式)明显, 醒目",
stick to,,粘住,
stick with,,继续做; 跟着…; 插满,
still less,,更少,
stir up,,"激起, 鼓动, 煽动；[化] 搅拌",
stop off,,"中途停留；[机] 虚筋, 挡块",
stop over,,[经] 中途停留,
store up,,"储存,积聚",
straight away,,立即; 马上,
straight off,,"立即, 马上; 痛痛快快",
straight out,,"坦率地,明白地;彻底地",
straight up,,"真的,确实",
stream into,/striːm ˈɪntu/,涌入：指大量的人或物从一个地方涌向另一个地方。,
strike terror into,,使某人极度恐惧：指通过某种方式或行为使某人感到极度恐惧或害怕。,
string out,,"排列成行, 拖延时间",
string up,,"使兴奋, 使敏感",
strive for,,"奋斗, 争取",
struggle for,,为…而斗争,
struggle with,,"向…作斗争,同…搏斗",
stuff with sth.,,暂无释义，可打开词卡用有道查询,
stumble across,,偶然发现,
stumble on,,"无意中发现,偶然找到",
stumble upon,,偶然发现,
submit to,,"使服从, 使受到, 服从, 忍受, 顺从",
subordinate to,,adj. 从属于；地位较低；不如…重要（通常作 be subordinate to）；v. 使…从属于；把…置于次要地位；使…服从于（用于 subordinate something to something）,
subscribe to,,"预订, 同意, 订阅",
substitute for,,"代替…,替换…,取代…",
succeed in,,在...方面成功,
sue for,,控告,
suffer from,,"忍受, 遭受；[法] 患...病, 苦于, 因...损害",
suffice it to say,/səˈfaɪs ɪt tu seɪ/,可以说：用于引出一个简短的陈述，表示进一步讨论将是徒劳的、过长的、过于私人的等等。,
suffice it to say that,,只要说...就够了.,
suffice to say,/səˈfaɪs tu seɪ/,可以说：用于表示可以提供更多信息，但后面的陈述已经足够了。,
suffice to say that,,可以说的是：用于引出一个结论或总结，表示下文所述的内容已经足够表达了。,
sufficient for,,足够的，充足的：提供或满足某种需求或要求的数量或程度。,
sum up,,"计算...的总数, 概括, 总结；[法] 总结, 概述",
summon up,,"振作, 鼓起",
superior to,,[医]adj.优于，胜于,
superiority in,,在……方面的优越性：指在某个领域或方面比其他人或事物更出色的优越性。,
swear at,,"诅咒, 与...不协调",
swear by,,"对...发誓, 信赖",
swear sb. in,,"使宣誓忠于, 使宣誓就职",
sweep in,/swiːp ɪn/,进入，突然来到：指某人进入某个地方或突然出现在某个场合。,
switch off,,切断；[电] 断接,
switch on,,接通；[化] 接通,
sympathize with,,"同意, 怜悯",
take a breath,,深深地吸一口气,
take a chance,,冒险,
take a fancy to,,喜欢,
take a gamble,/teɪk ə ˈɡæmbl/,冒险尝试：做一件可能会产生（非常）糟糕或不愉快结果的事情。,
take a hand in,,"参与,介入",
take a nap,,"小睡,打盹,午睡",
take a page from,,学习别人的做法，以获得优势,
take a stab at,/teɪk ə stæb æt/,尝试或试图做某事，或猜测某事：指尝试或试图去做某事，或猜测某事的意思。,
take a stand,,採取某种立场,
take a tough line,/teɪk ə tʌf laɪn/,采取强硬立场：在某个问题上采取坚决、强硬的立场或态度。,
take a turn for the worse,,变得更糟：指情况变得更加糟糕。,
take aback,,"使吃惊, 使惊呆",
take account of,,考虑,
take action,,"采取行动, 提出诉讼",
take advantage of,,"v. 利用；欺骗, 占…的便宜",
take after,,"像, 学样；[法] 象, 相似, 追赶",
take an interest in,,对...感兴趣,
take apart,,拆开,
take as,,"把...看作是..., 把...当作是...",
take away,,取走,
take care,,"当心, 小心; 坚持到底",
take care of,,"照顾；[法] 抚养, 赡养, 扶养",
take chances,,"冒险, 投机",
take charge of,,"掌管..., 负责..., 看管..., 不受...控制；[法] 负起管理之责, 失去控制",
take control of,,"控制,掌管",
take cover,,"隐蔽, 躲藏",
take delight in,,乐于,
take down,,"拿下, 记下, 拆卸, 病倒；[法] 纪录, 拆毁, 病倒",
take effect,,"见效, 生效；[法] 生效",
take exception to,,反对；[法] 对...表示反对,
take for,,"认为, 以为；[法] 当作, 误认为",
take for granted,,[法] 认为当然,
take in,,"接受, 接待, 吸收, 改小, 理解, 注意到, 包括, 轻信, 欺骗, 观看, 拘留；[法] 收容, 了解, 接受",
take in one's stride,,应对不幸的事情而不费力地应对：能够很好地接受或处理困难。,
take in stride,/teɪk ɪn straɪd/,从容应对：指以平静、镇定的态度接受并应对困难、挑战或逆境。；不为所动：指对于负面的、令人不快的事情不受影响，保持冷静和自信。,
take interest in,,对…发生兴趣,
take into account,,"重视, 考虑",
take into consideration,,考虑到,
take it easy,,"从容, 不紧张",
take its toll,,"造成损失,造成伤亡",
take no interest in,,对......不感兴趣：表示对某事物或某人没有兴趣或关注。,
take notes,,作笔记,
take notice of,,注意到; 在意; 睬; 理睬,
take occasion to do,,抓住；乘机做,
take off,,"拿掉, 取消, 脱下, 领走, 减去, 复制, 起飞, 离开, 岔开；[经] 取消",
take off the gloves,,强硬起来,
take off the gloves to sb.,,暂无释义，可打开词卡用有道查询,
take office,,就职,
take on,,"呈现, 具有, 雇用, 接纳, 承担, 同...较量, 流行, 盛气凌人",
take on oneself,,承担,
take one's breath away,,"使某人大吃一惊, 使某人说不出话来",
take one's cue from,,从...处得到暗示,
take one's time,,从容不迫,
take out,,"拿出, 取出, 去掉, 扣除, 发泄, 抵充, 取得, 出发；[化] 取出",
take over,,"接收, 接管；[法] 接管, 接受, 让受",
take pains,,"尽力, 耐心",
take part in,,"参与, 参加；[经] 参加, 参与",
take place,,发生,
take pride in,,以...为傲,
take priority over,,优先于：指某事物比其他事物更重要或更紧急，应该先处理或考虑。,
take risks,,"冒险,担风险",
take root,,"生根, 扎根",
take sb. into one's confidence,,把(某人)当作知心人,
take shape,,"成形, 形成, 具体化",
take steps,,[经] 采取措施,
take sth. into consideration,,考虑某事：在决定或判断某事时，仔细考虑某个特定事实。,
take the blame,,承担过错,
take the lead,,"为首, 带头",
take the place of,,代替；[法] 代替,
take the plunge,,冒险尝试,
take the risk of,,冒…的危险,
take to,,"开始, 喜欢, 沉溺于, 走向",
take to heart,,"对…想不开, 为…伤心[烦恼等]; 在乎; 在意; 介",
take turns,,"轮流, 依次",
take up,,"拿起, 开始从事, 继续, 接纳, 吸收, 占据, 拘捕, 承兑, 认购, 绷紧；[经] 付清, 承兑(汇票), 认购(债券等)",
take upon oneself,,承担,
take your time,,慢慢来：告诉别人不要着急，可以花更多的时间来完成某件事情，或者表示对别人的耐心和宽容。,
talk back,,"顶嘴, 反驳",
talk into,,说服（某人）做（某事）,
talk sb. into doing,,说服某人做某事：通过言语或论证使某人同意或采取行动。,
talk sense,,说话有道理；[法] 讲有道理的话,
tangle with,,"v. 吵架, 争论",
tape recorder,,磁带录音机；[电] 胶带记录器,
teach sb. a lesson,,给某人上课;教训某人一顿,
tear down,,"扯下, 拆卸, 逐条驳斥, 诋毁",
tear up,,撕成碎片; 挖开（地面等）; 撕掉; 撕毁,
tell a lie,,说谎话,
tell sb. apart,,暂无释义，可打开词卡用有道查询,
tell sth. apart,,暂无释义，可打开词卡用有道查询,
tend to,,"注意, 趋向",
tend to do,/tend tu duː/,倾向于做某事,
tender for,,投标；[法] 对...投标,
testify to,/ˈtestɪfaɪ tu/,证明，证实，作证：指在法庭或其他场合提供证据或陈述以支持某种观点或事实。,
thanks to,,由于,
that is,,(作插入语)那就是,
the bulk of,,"大半,大多数,大部分",
the majority of,,大多数...,
the moment,,一…就; 此刻，那时,
the moment that,,在某个特定的时刻：表示某个事件或情况发生的具体时间点。,
the same as,,"与...相同, 与...一致",
the writing is on the wall,,情况不妙：表示很明显，很可能很快会发生一些不好的事情。,
there and then,,"当时当地, 当场就",
think about,,"考虑, 回想",
think back to,/θɪŋk bæk tu/,回想起，回忆起,
think better of,,"重新考虑后决定不做, 经考虑...改变主意；[法] 改变...的念头",
think highly of,,"认为…很了不起,对…评价很高,非常看重",
think of,,"考虑, 关心, 想起, 记起, 想像, 有...的看法",
think of…as,,把...看作,
think over,,仔细考虑,
think poorly of,,"低估, 评价低",
think through,,彻底地全面考虑,
thirst for,,"渴望, 热望",
thousands of,,"成千上万,数千,许许多多",
throw a light on,,暂无释义，可打开词卡用有道查询,
throw a light upon,,有助于说明,
throw away,,丢弃,
throw light on,,"照亮,阐明,使理解,启迪",
throw light upon,,阐明，解释：提供信息或解释以帮助理解或澄清某个问题或情况。,
throw off,,"扔开, 摆脱, 匆匆脱下",
throw up,,"呕吐, 猛地举起, 放弃, 产生, 使显眼",
thumb through,,翻查,
tick away,,使（分秒）在滴答声中溜走,
tick by,,时光流逝：表示时间在不知不觉中流逝。,
tidy up,,整理,
tie up,,"绑好, 缚牢, 包扎, 停泊, 阻碍, 合伙, 密切联系, 占用；[法] 罢工, 停滞",
time and again,,反复地,
tip off,,"向...泄露, 暗中通知某人",
tire out,,使十分疲劳,
to a certain degree,,"到达某种程度, 在某种程度上",
to a certain extent,,在某种程度上,
to all intents,,几乎在一切方面,
to all intents and purposes,,实际上,
to and fro,,来回,
to be frank,,"坦率地说,老实说",
to begin with,,首先,
to date,,迄今为止,
to excess,,过度,
to no avail,,完全无用,
to one's heart's content,,尽兴地,
to one's relief,,令人宽慰的是：表示某种情况或结果让人感到宽慰或放心。,
to some extent,,在某种程度上,
to start with,,"作为开始, 首先",
to the best of one's ability,,尽力而为：尽力做到最好的程度。,
to the contrary,,相反地,
to the letter,,"严格按照字句, 不择不扣地",
to the point,,"中肯, 扼要",
together with,,"和, 加之",
tone up,,增强,
top out,,举行建筑物落成典礼; 达到最高点,
top tier,,n. 最高等级，顶层，顶尖行列；（汽油）Top Tier 标准；adj. 顶级的，顶尖的，一流的（常作 top-tier，多作定语）,
touch on,,"与...有关, 涉及..., 提到..., 提及, 谈及",
touch up,,"润色, 唤起",
touch upon,,"与...有关, 涉及..., 提到..., 提及, 谈及",
trace back to,,"追溯到；[法] 追溯, 回溯到",
trail away,,散去; （声音）逐渐变弱,
trail off,,"减弱, 缩小",
trifle with,,玩弄,
trolley bus,,无轨电车,
try on,,"试穿, 试验",
try one's best,,尽力,
try one's utmost,,竭尽全力：尽力做某事，尽最大努力。,
try out,,"试验, 提炼",
tuck away,,"畅饮, 大嚼",
tuck in,,"大吃, 狼吞虎咽",
tug of war,,n. 拔河，两派间的激烈竞争,
tumble to,,恍然大悟,
tune in,,收听,
tune in to sth.,,暂无释义，可打开词卡用有道查询,
turn a blind eye to,,熟视无睹,
turn a deaf ear to,,置若罔闻,
turn about,,"转身, 反复思考",
turn around,,（使）转身; （使）好转; 改变意见; 使变得完全不同,
turn away,,"不准...入内, 走开, 转过脸, 解雇, 避开",
turn back,,"往回走, 翻回到, 重新翻到, 折转",
turn down,,"拒绝；[法] 拒绝, 摒斥",
turn in,,"拐入, 上床睡觉, 上缴, (使)向里歪, 告发, 出卖, 作出；[法] 归还, 移交, 交出",
turn into,,"进入, (使)变成",
turn off,,"关掉, 卖掉, 使转变方向, 解雇, 生产, 制造, 车削成, 使厌烦, 拐弯, 变成",
turn on,,"开, 开始, 变得兴奋, 突然显出",
turn one's back on,,"背弃, 抛弃",
turn out,,"打扫, 驱逐, 使外歪, 生产, 制造, 培养出, 翻出, 关掉, 装饰, 出动, 起床, 结果是；[法] 逐出, 驱逐, 结果",
turn over,,"打翻, 营业额达到, 周转, 移交给, 翻阅, 反复考虑, 翻身；[法] 移交, 交付, 让渡",
turn the corner,,"拐弯, 转危为安",
turn to,,"转向, 变成, 求助于, 起劲地开始行动",
turn up,,"开大, 找到, 发现, 出现, 突然发生, 翻掘出, 翘起, 折起, 卷起, 拐入, 使仰卧",
twist one's ankle,,扭伤脚踝,
under any circumstances,,"在任何情况下,无论如何",
under control,,被控制住,
under discussion,,在讨论中,
under no circumstances,,"在任何情况下都不,决不",
under oath,,"宣誓,发誓,凭誓言",
under pressure,,在压力强制下,
under suspicion,,被怀疑；[法] 受嫌疑,
under the circumstances,,"在这些情况下, 在此情况下",
under way,,"进行中, 在行进",
up and down,,"上下地, 到处",
up in the air,,悬而未决,
up to,,"从事于(坏事), 忙于, 胜任, 能做, 适合, 适于",
up to date,,"最近的, 最新的；[经] 直到最近的, 现代的",
use up,,"用完, 耗尽；[法] 用尽",
vary from,,不同,
vice versa,,"反之亦然；[法] 反之亦然, 反过来",
view as,,"把...看作..., 认为...是...",
vote against,,[法] 投票反对,
vote for,,"[法] 赞成, 投票赞成, 选举",
wait for,,等待,
wait on,,"服侍, 招待, 拜访, 焦急地等待",
ward off,,"避开, 挡住",
warm up,,"热身, 重新煮热, 变暖；[机] 温车",
warn sb. of sth.,,警告某人某事：指告诫某人某种危险、问题或情况。,
watch out,,"密切注意, 当心, 戒备, 提防",
watch over,,"监督, 保护, 照管；[法] 监视, 保护, 预防",
wave aside,,置之不理,
wave at,/weɪv æt/,v. 向……挥手，向……招手：举起手或手臂来回挥动，以向某人示意、打招呼或告别。,
wave goodbye to,/weɪv ˌɡʊdˈbaɪ tu/,告别：接受你将不再拥有你珍视的东西或你将无法得到你希望获得的东西。,
wear off,,"逐渐减弱, 消失, 磨损, 耗损",
wear out,,"穿破, 用坏, 疲劳, 经受住, 消磨",
wear thin,,"穿薄, 逐渐消失",
wear well,,经久耐用,
weed out,,清除,
weigh down,,"使负重, 使下垂, 使下沉; 坠",
weigh up,,估量,
what about,,adv. 怎么样，以为如何（提出建议或用以引出话题）,
what if,,如果…那又怎么样?即使…那又有什么关系?,
when it comes to,/wen ɪt kʌmz tu/,就……而言：用于指明正在谈论的特定话题。,
win over,,"[法] 争取到, 胜诉",
wind up,,"卷起, 卷拢, 上紧...发条, 使紧张, 使振奋, 结束；[经] 停止营业",
wink at,,"使眼色, 假装看不见",
wipe off,,"擦去, 洗刷(耻辱等)；[法] 审核, 核对",
wipe out,,"擦洗...的内部, 勾销(债务), 消灭；[法] 彻底消灭, 彻低毁灭, 谋杀",
wipe up,,"擦干净, 打垮",
wish for,,"盼望, 企求",
with a grain of salt,,有保留地,
with a pinch of salt,,有保留地,
with a vengeance,,"猛烈地, 极度地",
with a view to,,"以...为目标；[法] 为了要, 拟",
with assurance,/wɪð əˈʃʊrəns/,有把握地，有信心地：表示做某事时有信心或把握。,
with confidence,,满怀信心地,
with ease,,"容易, 不费力",
with great passion,,充满激情地：以极大的热情、热爱或投入地做某事。,
with one accord,,一致,
with one's consent,,暂无释义，可打开词卡用有道查询,
with regard to,,关于,
with relation to,,"关于, 涉及, 有关",
with respect to,,"关于..., 至于...；[法] 顾及到, 关于",
with the exception of,,除...以外；[法] 除...外,
with the help of,,"借助于…,在…的帮助下",
with the purpose of,,为了...,
without a rival,,无可匹敌,
without permission,,未经许可；[法] 未经许可,
without prejudice,,"[法] 无偏见, 无损, 无偏袒的裁决",
without prejudice to,,不使...受损害；[经] 不损害(...权利),
without restraint,,"无节制地, 不拘束地, 自由自在地",
word by word,,"一字一字地,一字不差地,逐字逐句地",
word for word,,逐字地,
work as,,"担任,从事",
work for,,"为…工作,致力于…",
work off,,"消除, 完成, 印出；[经] 清偿",
work on,,"继续工作, 设法说服, 影响",
work out,,"设计出, 作出, 计算出, 做工抵偿；[化] 编制",
work up,,"逐步建立, 逐步引起, 整理, 逐步发展",
work with,,"与…共事,与…协作",
worry about,,"焦虑..., 为...而操心/担心",
would rather than,,宁愿...而不愿；与其……不如,
wrap up,,"掩饰, 伪装, 围好围巾, 包起来",
write off,,"一口气写成, 写信索取, 注销, 勾销, 取消；[化] 注销",
yield to,,"让步于,屈服于,向…投降",
zeal for,,对……的热情：对某事物或某人的强烈热情和热爱。,
